,ptr,ggo,ppy,mml,hsa br M 1,hsa br M 2,hsa br M 3,hsa br M 4,hsa br M 5,hsa br F 1,hsa cb M 1,hsa cb F 1,hsa ht M 2,hsa ht M 1,hsa ht F 1,hsa kd M 1,hsa kd M 2,hsa kd F 1,hsa lv M 1,hsa lv M 2,hsa ts M 1,hsa ts M 2,ptr br M 3,ptr br M 2,ptr br M 5,ptr br M 1,ptr br M 4,ptr br F 1,ptr cb M 1,ptr cb F 1,ptr ht M 1,ptr ht F 1,ptr kd M 1,ptr kd F 1,ptr lv M 1,ptr lv F 1,ptr ts M 1,ppa br M 1,ppa br F 1,ppa br F 2,ppa cb M 1,ppa cb F 1,ppa ht M 1,ppa ht F 1,ppa kd M 1,ppa kd F 1,ppa lv M 1,ppa lv F 1,ppa ts M 1,ggo br M 1,ggo br F 1,ggo cb M 1,ggo cb F 1,ggo ht M 1,ggo ht F 1,ggo kd M 1,ggo kd F 1,ggo lv M 1,ggo lv F 1,ggo ts M 1,ppy br M 1,ppy br F 1,ppy cb F 1,ppy ht M 1,ppy ht F 1,ppy kd M 1,ppy kd F 1,ppy lv M 1,ppy lv F 1,mml br M 2,mml br M 1,mml br F 1,mml cb M 1,mml cb F 1,mml ht M 1,mml ht F 1,mml kd M 1,mml kd F 1,mml lv M 1,mml lv F 1,mml ts M 1,mml ts M 2
ptr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa lv M 2,,,,,0.6510722295021361,0.5926066766186631,0.6594645876307602,0.610380273510372,0.6373928255036073,0.6868462758512281,0.7362978022278817,0.7271740896834606,0.8624931306689236,0.8509781392642146,0.842786557510732,0.7872209585192804,0.8240865728135585,0.857413768229671,0.925902348827542,0.999948168166111,0.5502265733294561,0.47481205303239443,0.7513720157221556,0.7751580263161025,0.7512505972139064,0.7875275102840639,0.7337824756566785,0.76211631540416,0.7490929187679668,0.7187645535062673,0.6874406530300118,0.8132325688659159,0.6553874363131214,0.738927652432309,0.8878764512067929,0.8772775659081171,0.22521307459931827,0.628953491961757,0.7873690240574098,0.7555406988041687,0.6976664880475001,0.7193948740927424,0.7368559593551396,0.7462705888517601,0.7349923515576955,0.7613626551452672,0.8526355314098876,0.7935279513551318,0.21917956102617833,0.7436187023667384,0.7508169592680728,0.7419493552839318,0.7981052498144499,0.8097823736529407,0.79886056179158,0.7902067351051806,0.7447285573895911,0.8133182958106103,0.8670351896702009,0.3950115629685574,0.7610901515708773,0.8179924919370346,0.7581417954064208,0.7322162673269514,0.7047212988420509,0.8204935304337246,0.810210440558574,0.8179083497058741,0.7845680374317092,0.6772384035582732,0.6699023004305307,0.6449184694710353,0.7985285801650672,0.6388159948647644,0.7962929948029362,0.7451101864249743,0.7335315107234543,0.7227139434675228,0.7012194177462043,0.7432575672988523,0.16938440633222004,0.21311830589052752
hsa ts M 2,,,,,0.6338141200277305,0.6309905643343608,0.658065186405004,0.5409521273856054,0.5542512147412754,0.6986520803876175,0.6457857847288274,0.6412585359575678,0.6662614120112647,0.7181737364323055,0.6681295375649992,0.6848892366007805,0.6674607493857967,0.6714362048457435,0.4640681077495908,0.47839188938592675,0.9341271420967664,0.9999966332435227,0.575420212478044,0.5465401607276615,0.5826328149564715,0.6216900812225898,0.5892299924534175,0.5438871370257355,0.6110299211822482,0.5465967856289302,0.578418735557876,0.42349349812201115,0.4236075091228393,0.5533211414889128,0.6118442808405272,0.5687838572374108,0.8570814487579668,0.6039151026762775,0.628358205332125,0.5894337727331599,0.6309414059165468,0.5656732736455456,0.699069445294562,0.5137735318806492,0.640347881307993,0.64497619352842,0.41718615743778076,0.6322048776911092,0.8320359154789208,0.6349958316245696,0.6689535096258565,0.5518751933187788,0.6550494337420766,0.6112031346423507,0.7070558802867448,0.492073590128288,0.6151854409733111,0.6292454055604864,0.6381565578200438,0.9421057027107237,0.57203898198183,0.6097536191303472,0.33023038147016176,0.725630319326265,0.6860553310413452,0.5897140143653091,0.632955514238734,0.7579267341478604,0.6965057795709464,0.5527441117632703,0.5761630810088539,0.5875892831451106,0.3630714257512489,0.4137662521829496,0.3513529023406787,0.5388784726807262,0.3227214006316118,0.4849969908430192,0.5138355231595798,0.5104846197271736,0.8239458815848301,0.8414608814442047
hsa ts M 1,,,,,0.6979695226918212,0.6674996338162664,0.7953214960551337,0.6457806686227994,0.7214837572963418,0.7593930387831939,0.7524153477397991,0.7087413260563843,0.693712875329314,0.7621326863815815,0.6834228282186136,0.7950866392384492,0.7265806217239462,0.7286935455802404,0.49378143983936995,0.5552236641220039,0.999958807866902,0.9337921617690755,0.7004479338426817,0.6677519738346067,0.6930793209164138,0.7651007894255705,0.6600493585152524,0.6250119187167337,0.6751568354422801,0.6074872386023361,0.5218508917989916,0.43128746861455425,0.4697159352117163,0.6504917068792072,0.6862780261207618,0.6663937706929571,0.7515660317835219,0.6217859338353436,0.7442263548738942,0.6835860524294658,0.6667113785979624,0.6197028010757164,0.6860081855978059,0.5080620735962439,0.717942474345719,0.7009597540824274,0.45254613638694036,0.6557980889557883,0.7895947776368871,0.7770238025248536,0.7335137790054227,0.6502300619590766,0.7428500692612924,0.6663563230300888,0.7562603254329086,0.5307141771068573,0.686786453045375,0.6625375427966737,0.6778871623940983,0.856359848448951,0.7059375367676065,0.6909225481272654,0.37062876611934303,0.6812513795540458,0.6186803181349251,0.6275144037053197,0.665151791601992,0.7246227784507994,0.7173045253633112,0.6634612664210459,0.6342409681461949,0.6664474194544908,0.4770958129867987,0.4695044176891361,0.4724202652598332,0.5470248449830788,0.388446764649371,0.5684625500975388,0.6857454890002288,0.606793661449485,0.7367958651258627,0.7785369240375557
ptr br M 3,,,,,0.8355440354572847,0.8021607526417034,0.8267740146955922,0.7439133433342902,0.8344440796697649,0.8418582702300319,0.8724744392452443,0.7790537862913797,0.7969244365598204,0.8181294054910422,0.7992851291372828,0.849549704740684,0.8475740203789798,0.8544139517736743,0.6455450288008081,0.7518958020534033,0.6993551831674971,0.5741681585130316,0.9999052837127927,0.9593303920041125,0.9845614834812502,0.9565690367071779,0.950571801217405,0.8787626400241837,0.8710655296038236,0.857384774055961,0.693402514938034,0.8026752158512419,0.7892291718732313,0.8886564433731255,0.7647237905866587,0.8302818625394939,0.37993611521630954,0.8724679213818074,0.9164737558281939,0.941204438602666,0.8287048308754768,0.8703587784431563,0.7839081079922998,0.7394043459475195,0.8721225038734468,0.8645512051755797,0.6920190072031213,0.7330665256398423,0.3992825621660207,0.898795854130838,0.8855258461353678,0.8348409305900698,0.8658193534818887,0.8341821995144901,0.7883636335379084,0.8117691297746217,0.8340376987990386,0.6776084518210146,0.7124454945435013,0.5392184178646826,0.8520695725460975,0.8372884999916766,0.6717375999191416,0.6078233975191788,0.6053320170826284,0.7648594139570657,0.7341583118173751,0.611600498134564,0.6368127593141106,0.8623219163493003,0.8218542361460589,0.8452248888767331,0.840513246806707,0.7437078677684416,0.8381188431611668,0.7363765100471594,0.7897279807533031,0.8378695338583556,0.7223378970631734,0.7513804992391722,0.376071196567915,0.414709821518119
ptr br M 2,,,,,0.8365056541603658,0.7927237658758981,0.8119827167783735,0.7555442401252549,0.7907978096781079,0.8358698464166239,0.8617452848892466,0.784237203980997,0.7910426121735451,0.793273515082956,0.8037083838819903,0.8421635007522494,0.8517254320720327,0.8357804640428648,0.706766353039492,0.7770125606847923,0.6672539365215782,0.5456306399644685,0.9607159982505848,0.9999347781698096,0.9609393163199488,0.9310250654345067,0.9222465222953927,0.8865159099675286,0.855698704418612,0.8446815012103703,0.674829308215025,0.7924600435649753,0.7601663333952838,0.866496846497053,0.7889486695375876,0.8543826114465004,0.35883976743567164,0.8490224260606023,0.908627871231491,0.9401056435654205,0.8085654213023346,0.8689497422673077,0.7812086588537702,0.7219465167135163,0.8457034382227998,0.8557145450166995,0.7372557594805778,0.7652295314206823,0.36223871020275533,0.8796321516544433,0.8689483673669139,0.8100361684433972,0.8538024912483368,0.8335175977526531,0.7927881045888375,0.7988243989879945,0.8175646095806476,0.7108774372519399,0.7545995327775853,0.5114947795796242,0.8565268597597824,0.856242492408472,0.688336904146395,0.6016746000424456,0.5804168314047289,0.7756375556009621,0.7481229640385443,0.6241415778255732,0.6532361594743509,0.8516552392844116,0.8011177371430784,0.8208913487793423,0.8348616785105758,0.7239556490501295,0.8340981992237358,0.7308856119700989,0.7671172761124775,0.8124337176966311,0.7118974546968956,0.7278898178759876,0.3051239622051143,0.3479773098691676
ptr br M 1,,,,,0.8181036729849521,0.750654888657051,0.8767750379436214,0.7729210901143821,0.8673084165251915,0.8344589816157147,0.8926746870371759,0.829414119183354,0.8226900666588485,0.846209475687904,0.8313705468986203,0.8945415319930746,0.8692383812017687,0.8719705148723442,0.671737413858944,0.7885913607863978,0.7638002792000331,0.6199072504512944,0.9572102573273784,0.9296425888381725,0.9541423873427742,0.9997810272162508,0.9105319966455862,0.8678070470095915,0.8833516777193684,0.8423061887342216,0.6611631144673802,0.7675102751168704,0.8017212370812006,0.9028548840270714,0.8222987859309698,0.8827061638888193,0.4213106789668692,0.8148858051634246,0.9429664930794707,0.9292630707505852,0.8332045566211222,0.8400353718788687,0.7811647050945498,0.7499073831628571,0.8969361536920061,0.8916150622633968,0.6888669136408023,0.7417509759759682,0.4739443975217163,0.9398279082615927,0.8937738556777229,0.832329760911557,0.8830054216415268,0.8649748393229215,0.8345782318617403,0.8098849155725155,0.8647350882078162,0.7097658498672317,0.744783783430902,0.5487863735278817,0.8618184097490947,0.8678088792580334,0.68879595520173,0.6472768260700739,0.5956003610132219,0.7760767670389953,0.7719611903341917,0.6381176415831257,0.6926322178879201,0.8497880373479586,0.7859418225376799,0.8370544096529108,0.833674263705568,0.7123918660027789,0.8423188353728909,0.7396198647132453,0.7564140339088873,0.8147562820180122,0.7818257040922226,0.7758293969528023,0.3942302166018761,0.45441346726347676
ptr br M 4,,,,,0.8680324238109287,0.8553721437091857,0.7839805671904972,0.7020036433158859,0.7567225585630099,0.8608031444513713,0.8780913334822209,0.7865069311368366,0.812443793562328,0.8334685670015349,0.8306397113189509,0.8149159197148516,0.877880373145965,0.8780946609426221,0.6854923388918716,0.7341029499011308,0.6589593499278099,0.5885497558588891,0.9504355539158323,0.9217325591065101,0.9655618258002368,0.9097453805631207,0.999995614433157,0.8732256085192703,0.889190947325707,0.8714207683109063,0.7887415728821393,0.8444477690271233,0.8368675763113936,0.8720697855890358,0.7515079282576603,0.7747742069976183,0.43507306750292196,0.946259284337811,0.8654005277224568,0.9141360298094511,0.8567748615712047,0.8774035473410635,0.8087219169812789,0.8052647272554505,0.8532123946971583,0.8636317372420588,0.7205717294692746,0.7560004645440459,0.4021973298441545,0.8513980250005031,0.8993289060672571,0.8035468377403212,0.8464913984568824,0.8158605575335488,0.7554338621047729,0.8357288965798485,0.8328582486290798,0.6794951290892101,0.7088699747267939,0.5925319954565178,0.8152693956876296,0.8401520461016239,0.7072996553299594,0.639589745555853,0.6507720626366251,0.7557515569701369,0.7140130991005305,0.6183461747256356,0.6004260047634946,0.8556866004838488,0.8606962146229552,0.8523523827795579,0.8306994319950236,0.8043773124135353,0.8096838264690631,0.7870829133724414,0.7964264475876244,0.8456092334861971,0.6330164897082496,0.7486277626639507,0.4025900259239369,0.4176241772892599
ptr br M 5,,,,,0.8489172471899957,0.814610481202131,0.8185968864306482,0.7558285366016222,0.8148467210314451,0.8450630734923914,0.8931133724202491,0.8112730611330805,0.8227521228106676,0.8345026564044824,0.8326726625787036,0.8532962829548231,0.8760988790974374,0.867900689253479,0.68040972857218,0.7522123894748053,0.6922727627075396,0.5816069615793349,0.984982863094374,0.9602878809178992,0.9999562234683469,0.9539228412825274,0.9657491581412122,0.8652707958503525,0.9013260846120085,0.8558114085391851,0.7360289524410318,0.817229388036849,0.8407717335003279,0.8948442583120357,0.7925616085239175,0.8294533803886986,0.39719926237551323,0.8968624925795452,0.9086894369773224,0.9459531038352667,0.8532601379544483,0.8922035158800862,0.816453099199936,0.7702873286285208,0.8922917855376461,0.8933349671231019,0.7313302302602435,0.7738590850228583,0.4008334243691407,0.8889285554077015,0.8841224205223054,0.8271042449878367,0.868270202884411,0.8336751649511416,0.7904494891173004,0.83478107244585,0.8539724714642708,0.7057308512858055,0.7268181808614009,0.5500024770961031,0.8526866372643342,0.8566770015477552,0.716533950396344,0.632576393793687,0.6436279645426919,0.7829710786648442,0.7572596434532949,0.6406079194216969,0.6618015346608133,0.8639781512434082,0.8321353716978547,0.8475543517369027,0.8468749634389265,0.7798482807554336,0.8492569858420186,0.7650872452170148,0.8022030540722672,0.8527567998322931,0.7126144231714329,0.7621042252337926,0.3662062881410955,0.39733891792472253
ptr br F 1,,,,,0.7790776611277066,0.7436744250507543,0.782639197793333,0.6831695768626291,0.7632036986376042,0.8236537972691005,0.7908306734177435,0.729297029057863,0.7697635177242333,0.7728157395313677,0.7864635344259235,0.7695867430769112,0.8060352414343365,0.827233527406205,0.645021477155041,0.7637818411974541,0.624849311393153,0.5427142562570009,0.8791669804291804,0.8859334465712339,0.8654903638807478,0.8679094175184332,0.873522418056988,0.9999374790146278,0.8298334316697034,0.9372269960930112,0.7055570831509519,0.8487763846262897,0.7260554812976692,0.8917435658482459,0.8111846738854991,0.8646927828363933,0.41583388209936006,0.8167159901628027,0.8335164463807969,0.8561327073436809,0.7814097632709317,0.7810171141030449,0.7314870963813692,0.7234156476125855,0.7790356128528346,0.7889254619347976,0.6852912004850393,0.6881899193173465,0.4387173437477842,0.8228626233619711,0.872700767308257,0.7106856564738329,0.8062979629146706,0.8134459989671213,0.7909477495514939,0.7277457636395743,0.7548954937468292,0.6153100284384179,0.6825210707468145,0.5124254463990208,0.7835413374635648,0.8429846032697209,0.6167375869261696,0.6465926617658966,0.5391740321303858,0.6739840025165226,0.6663409143033847,0.5180224360304729,0.5782106561419786,0.8270287295635163,0.7949830914094028,0.8234858744586493,0.7951009428962662,0.6874826765472805,0.7741944027562742,0.7752607297193684,0.7351921433012016,0.7288145167442366,0.6833303365358433,0.7488156243743118,0.3050242684822743,0.40348002425314444
ptr cb M 1,,,,,0.7609344550887026,0.6934130282189103,0.7377122143268027,0.7269731090590298,0.7285986427726443,0.7712998784073023,0.880045588165155,0.8700887131481052,0.853960339287024,0.8733666213509154,0.8907691654335557,0.8150668678575673,0.866642178177037,0.8625699133626653,0.679296551321172,0.7496466961854935,0.6750178605499721,0.6106050610004925,0.8714954803083892,0.8557650614995137,0.9016085976000527,0.8838020379990121,0.8893736703244811,0.8302721842876629,0.9999991948311506,0.9056743626438725,0.8213172618304326,0.8583684893201399,0.8258880725685023,0.845499062452677,0.8378114102093374,0.8276117526514054,0.4911917499548134,0.8366771150677482,0.8418884856437905,0.8694062600459095,0.9560302070582916,0.9353261822365813,0.8788823573942298,0.8631672784530258,0.8457885810312994,0.8962448057434453,0.7387920333264412,0.7655151722060392,0.47259119043830367,0.8487302256685333,0.854623743215934,0.859179989693273,0.9183005404793156,0.8538995827943564,0.8136512669090957,0.8257228091608215,0.841078458309865,0.7243073347691563,0.738635533328342,0.6089819406259331,0.7890986617619715,0.8446909399655279,0.7966659218804599,0.741448388592634,0.7353771365488071,0.7885783217611987,0.792019125197798,0.731438001520553,0.6665207952760538,0.7719508001779783,0.7624103366129831,0.7793541362546865,0.8221511188941383,0.7970684296913771,0.8646339775349877,0.8324590947127706,0.7790559684300434,0.8209531673981932,0.6287981159374905,0.7396806252377699,0.438026726454872,0.47516347624579486
ptr cb F 1,,,,,0.7208891118758244,0.6898788732600564,0.7021250189559776,0.6287166059838059,0.7059344365575633,0.7531835676914304,0.8073008166625975,0.7309070830185697,0.7816579705248591,0.8033777474593882,0.8091873905248042,0.7543262921664312,0.7983477255228463,0.8197949605473451,0.6252669298607576,0.7192079444568829,0.6080367566405812,0.5458417681474389,0.8575246684183648,0.8443390107878376,0.8559186634095535,0.8426765382735024,0.8715421142497044,0.9377577399327933,0.9056237380129641,0.9999930470226941,0.7747305782757873,0.8848919904300523,0.7453262392785719,0.8694409338205267,0.7930440366958126,0.8262893637591894,0.4540453577722283,0.8324391022522836,0.8090690251148264,0.8301361530091516,0.8819923110399341,0.8676092057230963,0.7894185226913174,0.787616320858015,0.7719558484834692,0.8144950855269917,0.6834066285456883,0.6747531779002471,0.4357512355153605,0.7966311742126878,0.8396082605439296,0.7679728031224466,0.8468678692007822,0.8063717726765317,0.7767847191765739,0.750672005139156,0.7481545343618212,0.6356943960285083,0.6749307811099925,0.543357241528556,0.7408354944310497,0.8039623063305266,0.6917253205396642,0.6455340797595941,0.6038647793303775,0.6957453354387002,0.6810166472670897,0.5781056117236233,0.5339473228720416,0.7643944801544649,0.7556434800590276,0.7741005990520569,0.7750104916932,0.7303605087631623,0.7737741252734698,0.7785966360088244,0.7317099006537926,0.7446472249173495,0.5884887372001284,0.6965554505641669,0.35476768240864776,0.42348805281943736
ptr ht M 1,,,,,0.6342719572478864,0.6445877083624865,0.4836939611491882,0.49986295374993717,0.4626576623249278,0.6476443874538357,0.7130065419385024,0.7207550476313341,0.8618545301219263,0.8367609474633727,0.8877811715747006,0.6860884547989152,0.8185844221104909,0.8082513447959404,0.7011229660204801,0.686743764745303,0.521335086464996,0.5785045302818826,0.6933013470481528,0.6755308230085526,0.7362698295590691,0.660656302264903,0.7889296493146282,0.7068490101491519,0.821465803716029,0.7750558705101375,0.9999987244496683,0.9279329153860857,0.8108349898156652,0.725017731393653,0.7650458148860286,0.6675879267193456,0.5329080387923216,0.7970170683995738,0.6350787972761224,0.7146162955956052,0.8331492307519239,0.7862784702771755,0.8769746376819604,0.9449033136359689,0.7631562408737104,0.8041365884824789,0.7717545371901243,0.7401459061972663,0.43514332051297644,0.6256466831090138,0.7599329962309906,0.688954816096052,0.7778320590620063,0.7975952352716708,0.7687080041312576,0.8180542664164038,0.7353248216381139,0.707472381975136,0.7120659783558224,0.6201690527289465,0.5980869470499932,0.7372911850650752,0.7507675321639901,0.8380516005221827,0.8275446566590817,0.756503792035125,0.7485747136569426,0.7366191527168513,0.5938623563289308,0.6261836646038732,0.7074705153633508,0.6610171280690297,0.703925526604976,0.7755727008526363,0.7832468522602449,0.8722730092981251,0.7760910826463127,0.7689390252981393,0.38887572660522157,0.6589974312861697,0.4486428504569662,0.44449973348163324
ptr ht F 1,,,,,0.6673273446323251,0.6578051745827185,0.5669678565498664,0.5438690598756906,0.5589190882769141,0.6910555962508426,0.7551271060590659,0.7301139667078475,0.8741080381385318,0.8463526454419933,0.8902586746561728,0.7428629480488936,0.8432231974940895,0.8558214000433705,0.7675084981938115,0.813267032064457,0.4275611894191068,0.4199317004332994,0.8022395056308422,0.791940337189485,0.8168790431054488,0.766372503997535,0.8443494511218762,0.8486761495866041,0.8581305745984682,0.8846013261924529,0.9279615325896161,0.9999730345031741,0.7997880646269186,0.8315898074646447,0.8286343846199642,0.8247956193289377,0.284973793320103,0.8230214769313783,0.7494215894225251,0.8164798327185516,0.8464019209827718,0.8403772305968511,0.8846857120162642,0.9083517120719049,0.788697083434233,0.8211953673613954,0.8178149532926424,0.7523200385573936,0.24336312023932377,0.700385850489825,0.8018775118120358,0.7436150675868993,0.8227620155950751,0.8490680712609847,0.8083738453649779,0.8352047276889891,0.7623111048286446,0.7118614648247532,0.7423751159323265,0.41491544811438075,0.6667788472086027,0.7828793913220808,0.7655466188911284,0.7745426013203491,0.7615012936541458,0.7822028236172438,0.7573819971557358,0.7065819894321622,0.6119975226209449,0.6955273969512827,0.7499787630613555,0.7180964933377284,0.7934557970730624,0.7714196098052049,0.8540587345082449,0.8866970462215248,0.8378240746660095,0.8075766919296333,0.5292735343527529,0.7153560563814775,0.20384502098011206,0.2439349691539699
ptr kd M 1,,,,,0.7513786277842351,0.723461746964631,0.6917316798973175,0.7048924781193278,0.6751521401779728,0.7563088379819926,0.8136360631436877,0.8023297691665928,0.7870366845171333,0.8030264885787712,0.8307513068530323,0.8012887527726026,0.8776896243783052,0.8446949320065115,0.6786821065427133,0.6572445143978725,0.4628516013419275,0.4166766845105555,0.7903483932239685,0.760766382651225,0.8415208590509853,0.8017723416177541,0.8374222352061452,0.7265164553178187,0.8258838909729564,0.7458012900859712,0.8109759338839669,0.8012360680676843,0.9999199586838479,0.8941994889284747,0.8045509766897927,0.7496189674049621,0.2782536453813399,0.8172107314967119,0.7529857860180069,0.8156585870718898,0.8182593052196588,0.7816785211082719,0.8261462032461804,0.8381338412317817,0.9323264163866043,0.9156535651242784,0.8140681916230675,0.8093961142727016,0.33035330441790095,0.7728617980745925,0.8298811607885775,0.7332782268617613,0.8075236519012927,0.8105930588940569,0.7909795720510636,0.8836948105852204,0.9104991830364404,0.6871905181494297,0.6879455047169952,0.3752425556155213,0.7575281913012972,0.8454955374092448,0.7918054511242828,0.7468345722135574,0.7129106109704525,0.7972189166182984,0.8068428808689138,0.6575250392157443,0.6789207524868026,0.763116981199427,0.7795272028333053,0.7817187798648982,0.7744933422007537,0.7551765604495653,0.8431698193759685,0.8080396871455973,0.8487401818028734,0.80798051054195,0.6276973330450646,0.7373094704276423,0.18422612185098403,0.24099135877775085
ptr kd F 1,,,,,0.7775627519941299,0.7334806815568371,0.7974121590503389,0.7445612984672921,0.8176002792347012,0.8187917816143417,0.8531821542997107,0.8243341869106177,0.8097881340154989,0.8179945746459856,0.8360465178912929,0.852785961773232,0.883722202075714,0.8849035807979353,0.6607383840145853,0.7411232579354764,0.6482695917046326,0.5495684157177333,0.889250511677568,0.8660257797634433,0.8950167642289452,0.9029659345276249,0.8722720556324064,0.8919889148262106,0.8453285865522028,0.869685164779688,0.7243208447266668,0.8328635872673262,0.893788074333439,0.9999198556572308,0.8547998214600616,0.9019166706768124,0.3989380484914868,0.8006241048175494,0.8555932944419015,0.8948895580444741,0.8038807924630278,0.7980390270657698,0.788213304725109,0.7678842944376794,0.9264470164747576,0.9097739299836951,0.7790511967031498,0.8074965650878384,0.46245252840503764,0.8683311953314069,0.877807194067162,0.7689906362230098,0.8435459157304073,0.8524495793412412,0.8429274083249362,0.8315980643673083,0.9076885044192012,0.6875348144660659,0.7161025836180825,0.48906618013276376,0.8412389958059306,0.8855635366731712,0.7053192860541789,0.7046387777937628,0.6074878272923147,0.7817117150970605,0.7826053209212488,0.6004289368290306,0.6985929261929312,0.8448830687184457,0.8159799433994944,0.8531290569222678,0.8165046773185975,0.7280939902080075,0.8794763501681423,0.829902369251898,0.8448703879835626,0.8249282119213743,0.7765508089574659,0.7923317690616889,0.30317541148607413,0.39960244714266824
